x,y
-0.5,0.0
-0.498039215686,0.0
-0.496078431373,0.0
-0.494117647059,0.0
-0.492156862745,0.0
-0.490196078431,0.0
-0.488235294118,0.0
-0.486274509804,0.0
-0.48431372549,0.0
-0.482352941176,0.0
-0.480392156863,0.0
-0.478431372549,0.0
-0.476470588235,0.0
-0.474509803922,0.0
-0.472549019608,0.0
-0.470588235294,0.0
-0.46862745098,0.0
-0.466666666667,0.0
-0.464705882353,0.0
-0.462745098039,0.0
-0.460784313725,0.0
-0.458823529412,0.0
-0.456862745098,0.0
-0.454901960784,0.0
-0.452941176471,0.0
-0.450980392157,0.0
-0.449019607843,0.0
-0.447058823529,0.0
-0.445098039216,0.0
-0.443137254902,0.0
-0.441176470588,0.0
-0.439215686275,0.0
-0.437254901961,0.0
-0.435294117647,0.0
-0.433333333333,0.0
-0.43137254902,0.0
-0.429411764706,0.0
-0.427450980392,0.0
-0.425490196078,0.0
-0.423529411765,0.0
-0.421568627451,0.0
-0.419607843137,0.0
-0.417647058824,0.0
-0.41568627451,0.0
-0.413725490196,0.0
-0.411764705882,0.0
-0.409803921569,0.0
-0.407843137255,0.0
-0.405882352941,0.0
-0.403921568627,0.0
-0.401960784314,0.0
-0.4,0.0
-0.398039215686,0.0
-0.396078431373,0.0
-0.394117647059,0.0
-0.392156862745,0.0
-0.390196078431,0.0
-0.388235294118,0.0
-0.386274509804,0.0
-0.38431372549,0.0
-0.382352941176,0.0
-0.380392156863,0.0
-0.378431372549,0.0
-0.376470588235,0.0
-0.374509803922,0.0
-0.372549019608,0.0
-0.370588235294,0.0
-0.36862745098,0.0
-0.366666666667,0.0
-0.364705882353,0.0
-0.362745098039,0.0
-0.360784313725,0.0
-0.358823529412,0.0
-0.356862745098,0.0
-0.354901960784,0.0
-0.352941176471,0.0
-0.350980392157,0.0
-0.349019607843,0.0
-0.347058823529,0.0
-0.345098039216,0.0
-0.343137254902,0.0
-0.341176470588,0.0
-0.339215686275,0.0
-0.337254901961,0.0
-0.335294117647,0.0
-0.333333333333,0.0
-0.33137254902,0.0
-0.329411764706,0.0
-0.327450980392,0.0
-0.325490196078,0.0
-0.323529411765,0.0
-0.321568627451,0.0
-0.319607843137,0.0
-0.317647058824,0.0
-0.31568627451,0.0
-0.313725490196,0.0
-0.311764705882,0.0
-0.309803921569,0.0
-0.307843137255,0.0
