x,y,logy
-5.0,7.71087887151e-06,-11.7728783858
-4.89898989899,1.24730944947e-05,-11.2919366739
-4.79797979798,1.9964737708e-05,-10.8215429551
-4.69696969697,3.16203661046e-05,-10.361709148
-4.59595959596,4.95539923514e-05,-9.91244772826
-4.49494949495,7.68410353408e-05,-9.47377174617
-4.39393939394,0.000117897513879,-9.04569483734
-4.29292929293,0.000178980942589,-8.62823122378
-4.19191919192,0.000268839583317,-8.22139570079
-4.09090909091,0.000399537230741,-7.82520360375
-3.9898989899,0.000587478594469,-7.43967074756
-3.88888888889,0.000854654444105,-7.06481332966
-3.78787878788,0.00123011479352,-6.70064778589
-3.68686868687,0.00175166137166,-6.34719058617
-3.58585858586,0.00246772660248,-6.00445795603
-3.48484848485,0.00343937500652,-5.67246550825
-3.38383838384,0.00474232494521,-5.35122776876
-3.28282828283,0.00646884578404,-5.04075758143
-3.18181818182,0.00872934117465,-4.7410653788
-3.08080808081,0.0116533881925,-4.45215830928
-2.9797979798,0.0153899709622,-4.17403921793
-2.87878787879,0.0201066336536,-3.90670548585
-2.77777777778,0.0259872890368,-3.6501477437
-2.67676767677,0.0332284617988,-3.40434848722
-2.57575757576,0.0420338246768,-3.16928063537
-2.47474747475,0.0526070001467,-2.94490608546
-2.37373737374,0.0651427455922,-2.73117433093
-2.27272727273,0.0798168042636,-2.52802121695
-2.17171717172,0.0967748711814,-2.33536791363
-2.07070707071,0.116121271953,-2.15312018611
-1.9696969697,0.13790806188,-1.98116803411
-1.86868686869,0.162125304098,-1.81938576065
-1.76767676768,0.188693266516,-1.66763251078
-1.66666666667,0.217457184914,-1.5257532988
-1.56565656566,0.248185080974,-1.39358051691
-1.46464646465,0.280568916226,-1.27093589355
-1.36363636364,0.314229129769,-1.15763284654
-1.26262626263,0.34872237598,-1.05347915764
-1.16161616162,0.383552073616,-0.958279882214
-1.06060606061,0.418181219453,-0.871840401047
-0.959595959596,0.452046819746,-0.793969521006
-0.858585858586,0.484575254112,-0.724482536469
-0.757575757576,0.515197903735,-0.663204173038
-0.656565656566,0.54336643768,-0.609971347461
-0.555555555556,0.568567242977,-0.564635691385
-0.454545454545,0.590334590513,-0.527065800259
-0.353535353535,0.608262235838,-0.497149181059
-0.252525252525,0.622013250796,-0.474793882939
-0.151515151515,0.631327961393,-0.459929802821
-0.0505050505051,0.63602992599,-0.452509663306
0.0505050505051,0.63602992599,-0.452509663306
0.151515151515,0.631327961393,-0.459929802821
0.252525252525,0.622013250796,-0.474793882939
0.353535353535,0.608262235838,-0.497149181059
0.454545454545,0.590334590513,-0.527065800259
0.555555555556,0.568567242977,-0.564635691385
0.656565656566,0.54336643768,-0.609971347461
0.757575757576,0.515197903735,-0.663204173038
0.858585858586,0.484575254112,-0.724482536469
0.959595959596,0.452046819746,-0.793969521006
1.06060606061,0.418181219453,-0.871840401047
1.16161616162,0.383552073616,-0.958279882214
1.26262626263,0.34872237598,-1.05347915764
1.36363636364,0.314229129769,-1.15763284654
1.46464646465,0.280568916226,-1.27093589355
1.56565656566,0.248185080974,-1.39358051691
1.66666666667,0.217457184914,-1.5257532988
1.76767676768,0.188693266516,-1.66763251078
1.86868686869,0.162125304098,-1.81938576065
1.9696969697,0.13790806188,-1.98116803411
2.07070707071,0.116121271953,-2.15312018611
2.17171717172,0.0967748711814,-2.33536791363
2.27272727273,0.0798168042636,-2.52802121695
2.37373737374,0.0651427455922,-2.73117433093
2.47474747475,0.0526070001467,-2.94490608546
2.57575757576,0.0420338246768,-3.16928063537
2.67676767677,0.0332284617988,-3.40434848722
2.77777777778,0.0259872890368,-3.6501477437
2.87878787879,0.0201066336536,-3.90670548585
2.9797979798,0.0153899709622,-4.17403921793
3.08080808081,0.0116533881925,-4.45215830928
3.18181818182,0.00872934117465,-4.7410653788
3.28282828283,0.00646884578404,-5.04075758143
3.38383838384,0.00474232494521,-5.35122776876
3.48484848485,0.00343937500652,-5.67246550825
3.58585858586,0.00246772660248,-6.00445795603
3.68686868687,0.00175166137166,-6.34719058617
3.78787878788,0.00123011479352,-6.70064778589
3.88888888889,0.000854654444105,-7.06481332966
3.9898989899,0.000587478594469,-7.43967074756
4.09090909091,0.000399537230741,-7.82520360375
4.19191919192,0.000268839583317,-8.22139570079
4.29292929293,0.000178980942589,-8.62823122378
4.39393939394,0.000117897513879,-9.04569483734
4.49494949495,7.68410353408e-05,-9.47377174617
4.59595959596,4.95539923514e-05,-9.91244772826
4.69696969697,3.16203661046e-05,-10.361709148
4.79797979798,1.9964737708e-05,-10.8215429551
4.89898989899,1.24730944947e-05,-11.2919366739
5.0,7.71087887151e-06,-11.7728783858
