x,y
-0.5,7.1764508326
-0.498595505618,7.10604371063
-0.497191011236,7.03678344222
-0.495786516854,6.96864911257
-0.494382022472,6.90162024857
-0.49297752809,6.83567680867
-0.491573033708,6.77079917299
-0.490168539326,6.70696813364
-0.488764044944,6.64416488533
-0.487359550562,6.58237101617
-0.48595505618,6.52156849874
-0.484550561798,6.46173968134
-0.483146067416,6.40286727947
-0.481741573034,6.34493436755
-0.480337078652,6.28792437078
-0.47893258427,6.23182105727
-0.477528089888,6.17660853032
-0.476123595506,6.12227122089
-0.474719101124,6.06879388026
-0.473314606742,6.0161615729
-0.47191011236,5.96435966945
-0.470505617978,5.91337383993
-0.469101123596,5.86319004709
-0.467696629213,5.81379453988
-0.466292134831,5.7651738472
-0.464887640449,5.71731477165
-0.463483146067,5.67020438351
-0.462078651685,5.6238300149
-0.460674157303,5.57817925399
-0.459269662921,5.53323993941
-0.457865168539,5.48900015479
-0.456460674157,5.4454482234
-0.455056179775,5.40257270294
-0.453651685393,5.36036238046
-0.452247191011,5.3188062674
-0.450842696629,5.27789359469
-0.449438202247,5.23761380809
-0.448033707865,5.19795656349
-0.446629213483,5.15891172247
-0.445224719101,5.12046934782
-0.443820224719,5.08261969927
-0.442415730337,5.04535322931
-0.441011235955,5.00866057902
-0.439606741573,4.97253257414
-0.438202247191,4.93696022108
-0.436797752809,4.90193470314
-0.435393258427,4.86744737678
-0.433988764045,4.83348976792
-0.432584269663,4.80005356845
-0.431179775281,4.76713063269
-0.429775280899,4.73471297399
-0.428370786517,4.70279276146
-0.426966292135,4.67136231666
-0.425561797753,4.64041411048
-0.424157303371,4.60994076
-0.422752808989,4.57993502549
-0.421348314607,4.55038980744
-0.419943820225,4.52129814366
-0.418539325843,4.49265320647
-0.417134831461,4.46444829995
-0.415730337079,4.43667685718
-0.414325842697,4.4093324377
-0.412921348315,4.38240872483
-0.411516853933,4.35589952323
-0.410112359551,4.32979875638
-0.408707865169,4.30410046421
-0.407303370787,4.27879880072
-0.405898876404,4.25388803172
-0.404494382022,4.2293625325
-0.40308988764,4.20521678572
-0.401685393258,4.18144537921
-0.400280898876,4.15804300386
-0.398876404494,4.13500445158
-0.397471910112,4.11232461331
-0.39606741573,4.08999847701
-0.394662921348,4.06802112574
-0.393258426966,4.04638773581
-0.391853932584,4.02509357494
-0.390449438202,4.0041340004
-0.38904494382,3.98350445732
-0.387640449438,3.96320047692
-0.386235955056,3.94321767486
-0.384831460674,3.92355174954
-0.383426966292,3.90419848054
-0.38202247191,3.88515372702
-0.380617977528,3.86641342616
-0.379213483146,3.84797359166
-0.377808988764,3.82983031226
-0.376404494382,3.81197975029
-0.375,3.79441814025
-0.373595505618,3.77714178744
-0.372191011236,3.76014706657
-0.370786516854,3.74343042043
-0.369382022472,3.72698835863
-0.36797752809,3.71081745626
-0.366573033708,3.69491435272
-0.365168539326,3.67927575042
-0.363764044944,3.66389841361
-0.362359550562,3.64877916723
-0.36095505618,3.63391489573
-0.359550561798,3.61930254196
-0.358146067416,3.60493910605
-0.356741573034,3.59082164434
