itr,SGD,Bayes,split
175,1.8616649198615645,1.5245085357220542,2.7958365272128742
176,1.8613844912898694,1.5257968726036875,2.807996745146353
177,1.861097710627417,1.5281414268691231,2.815602980708651
178,1.8607548797539497,1.528771327115353,2.823931655661777
179,1.8605341212585735,1.5295006388473602,2.8295613617742252
180,1.8604773511948949,1.5341930906411287,2.836397475697672
181,1.8604616728561953,1.535875173632129,2.8460704614089147
182,1.8605498041421775,1.541458280179954,2.858573273541553
183,1.8608907989158727,1.5507387088871676,2.872669490440539
184,1.8612407262207646,1.5476267453055024,2.8823458942059275
185,1.8615093870874586,1.5479044461854878,2.8877446912259166
186,1.8618481575645078,1.5530045150234992,2.898385068237943
187,1.862189757951289,1.5563122582461364,2.907104538441798
188,1.8624822570425115,1.5535335096417608,2.9152605973005477
189,1.862657142343811,1.5507849531366027,2.9206017769058072
190,1.8628266675732081,1.5516208263805735,2.928682899244171
191,1.8629025636654575,1.5518333010829968,2.9353310741498957
192,1.8629504579338767,1.5523608241025892,2.942816510647227
193,1.8627804341488634,1.5445231473238683,2.946169660401621
194,1.8627147194341624,1.5471192965210094,2.956890708868994
195,1.8627360889712132,1.5468188527758853,2.9684713442568427
196,1.8627969011839045,1.5493182186389856,2.980178412376188
197,1.862894246877294,1.5528779631918375,2.988048981211792
198,1.86299288188903,1.5529206908377131,2.9999214325865093
199,1.8631465316101146,1.5552592008375852,3.008964930988753
200,1.8631666298547258,1.5522083926107404,3.0099637276692333
201,1.863244756626157,1.5543815514198251,3.0218650081155296
202,1.863297937011303,1.5523786916584963,2.347606585455025
203,1.8633205879723092,1.5513178177362874,2.348559286067503
204,1.863227916958023,1.5504185466868625,2.35456903183303
205,1.8630723790604469,1.5506805642133625,2.3575384060217908
206,1.862950041446274,1.5518998691810135,2.364511128525868
207,1.8628889437665215,1.5529229855712752,2.3709593583693955
208,1.8628211046580987,1.5545804309842348,2.3751874961781656
209,1.8628319087938696,1.5563295968784994,2.3827044959650006
210,1.8627870921914054,1.5538580851110915,2.3869583272501593
211,1.8627649630361756,1.5536901547688433,2.3961241106600166
212,1.862658281921815,1.550826879380268,2.401209182703559
213,1.8626022105080853,1.5515389685247059,2.4057658890536215
214,1.8624380992672858,1.5528329518319193,2.4112573184874377
215,1.8621532924350492,1.5477828165412237,2.4103629181542123
216,1.86175495964033,1.5469152990181636,2.417986920877509
217,1.8612841514301792,1.5451282248239773,2.4218108675827206
218,1.860723735572326,1.5448835851382094,2.4250198081387815
219,1.86004093865624,1.5416844113854338,2.42625357428701
220,1.8594325044024331,1.5436909730183908,2.434467640168557
221,1.858793640213126,1.5423857178999019,2.4406659549010983
222,1.8581923449703868,1.5418981777993144,2.4501814242684246
223,1.857641325589012,1.5445194531497315,2.4553315248626992
224,1.8570939801267756,1.5438164281100446,2.4577760526260697
225,1.8565921773335397,1.5458340752388433,2.4593092443612736
226,1.8561182194382804,1.5465213237322557,2.4653348456205384
227,1.8557205278790532,1.5496066295154338,2.4676539627361
228,1.8554163455624757,1.557463730542711,2.4767957131062097
229,1.8551238389288671,1.5573423770567982,2.475289727474512
230,1.8548431100032292,1.5564746813892376,2.4769330032863266
231,1.854537685850713,1.5585728176281815,2.4800154943373722
232,1.8542000620648151,1.55661387668945,2.483905409396727
233,1.853863299677366,1.5582020762602393,2.4890072602043465
234,1.8534514983516817,1.5556658214179218,2.492076642738565
235,1.85286273590491,1.54739318201939,2.491646045505122
236,1.8521981625033164,1.5446524304360987,2.4919781620409287
237,1.851570297072304,1.5462723858368825,2.4970080786131987
238,1.8510061851348558,1.547470622975627,2.503572368002795
239,1.850438823241137,1.548901812653301,2.5102743981441757
240,1.8499460730000727,1.5518301925963771,2.519405424477429
241,1.8493815358583658,1.5477583600686387,2.5223492695122864
242,1.8488247506573663,1.5505705690426699,2.5295530300732993
243,1.8483398747110837,1.5551179068197132,2.5376832669669427
244,1.847875278626978,1.5578741112166725,2.546385023032685
245,1.8474176811223482,1.5585645620928927,2.548690674027654
246,1.8470081491169643,1.5600378377230035,2.231763332824283
247,1.8466458497048925,1.5639358956281846,2.234472271445579
248,1.8462598917957802,1.561837269219461,2.235474495627946
249,1.8458370716224775,1.5603545322666932,2.237711650072135
250,1.8454006063238169,1.5597557881784478,2.242410188981615
251,1.8448768620274436,1.5555264954242747,2.240592229776469
252,1.8444688666243305,1.5617592054103493,2.2495629053151145
253,1.8440264236163901,1.563429440689531,2.2521254777443374
254,1.8436613804351842,1.5669349566847035,2.2596380639536573
255,1.8432289529951738,1.5638397516976963,2.2648041226830156
256,1.8428399444268637,1.5652888325838155,2.2690953710766024
257,1.8424542094355836,1.5668218743600804,2.275645923183118
258,1.8421052670802116,1.5689168422235837,2.277218509000006
259,1.8417297899094254,1.564127047309198,2.279238861669437
260,1.841321986691749,1.5664239292046425,2.2784668768207728
261,1.8410037979308225,1.5674037361141373,2.281984381901238
262,1.8406601971942913,1.5646580852411427,2.2863455958169645
263,1.8402644529947456,1.5606849131764973,2.2891520035351
264,1.8399160880654928,1.5610933761714063,2.2921680786487117
265,1.8396124761158172,1.5640911173467815,2.298967840038492
266,1.839246063891641,1.5635369358278706,2.3018380219616934
267,1.8389006819921896,1.5641337167197236,2.305217564956836
268,1.8385794538367795,1.5637898021099423,2.3104553493292537
269,1.8382891437935238,1.563525538394963,2.3172537062645944
270,1.8380284240594138,1.5632897947252888,2.325010029801117
271,1.837817434315055,1.5664039379428814,2.3276615543379977
272,1.8376514673148947,1.5708492085475532,2.3308899512697816
273,1.8373776042556969,1.5690451667696317,2.333372628685021
274,1.8370935837051605,1.570544572878408,2.340342269794727
275,1.8368693103760794,1.571607259447918,2.3420432011982553
276,1.836562674592107,1.5665707028788614,2.3437344218676803
277,1.8362466814194334,1.5679073190635036,2.348905856799454
278,1.8359492904185937,1.5671401826639826,2.3499796500879766
279,1.8356599027717098,1.569470884535171,2.351631198961025
280,1.8353432350860146,1.5676603295811085,2.3561648821132253
281,1.834937238550246,1.5624569916027407,2.353930399557221
282,1.8344644849704983,1.5602030099473294,2.35705515454659
283,1.8339382876804693,1.557487688073284,2.355420155763571
284,1.8334134393181272,1.559893419124394,2.3618946910302108
285,1.8328566271936924,1.5588420702470813,2.362001422592893
286,1.832313568352079,1.5569841752709688,2.3618038193814526
287,1.8317993455982515,1.5582813149412293,2.3682233653225286
288,1.8312941881513818,1.555563034250554,2.368458861925564
289,1.8308596104122865,1.5561156098057731,2.3739426708411813
290,1.8304206253160151,1.5555533528961456,2.37514113557579
291,1.8300437028354062,1.559062349262274,2.0808575574827257
292,1.8296866722231035,1.5600345110801903,2.084974004735749
293,1.8293223412718156,1.5591397013615487,2.085925818348683
294,1.8290249932949136,1.5632573020437186,2.092274010981955
295,1.8286918558310197,1.5616663471862127,2.092659124540307
296,1.8283627239259594,1.5589408590319391,2.0918872026865154
297,1.8279613234383751,1.558049956135116,2.093825963026879
298,1.827541735870287,1.5565743840213007,2.0926591943685353
299,1.8271780286364874,1.5579344153816317,2.0956219104734966
300,1.8269255800415445,1.562159690216094,2.100463051931589
301,1.8266856259775084,1.5642130847896174,2.1050681855599604
302,1.826362235699852,1.5602852753652299,2.1018063173206967
303,1.8259906131807113,1.556098200060537,2.1030846883004117
304,1.8256966490084579,1.5584447576805687,2.10978272360798
305,1.8254472735148979,1.5570076718091272,2.1123308271478467
306,1.8251034129750245,1.5541153842463826,2.116537087738106
307,1.8248174563252457,1.5566193214027186,2.1201624059631845
308,1.824546543952504,1.5567565024302505,2.124384690695882
309,1.8242158046585768,1.5545811013570536,2.1231099282208916
310,1.823836595415347,1.554621488232239,2.125403572166014
311,1.8233893741957188,1.553285347030234,2.1261499300991393
312,1.8230033374467558,1.5530242278876778,2.128513132984847
313,1.822560333936777,1.5520207100250583,2.1248113158563955
314,1.8221772506079414,1.5548020229028112,2.128542491141035
315,1.821803141283677,1.5572579160242648,2.130941208719938
316,1.8215032715477621,1.5597722816124648,2.1349358068145676
317,1.8212514917841898,1.5620635500050268,2.136268238555437
318,1.8210388779130715,1.5628446079686682,2.140636098406488
319,1.820832292651389,1.5609816047696758,2.141190346448342
320,1.8206403208711013,1.5614133986625933,2.142388744903015
321,1.8204904650032352,1.5624889861237066,2.1413386033692836
322,1.8203747289777823,1.564443367971876,2.1431689221293504
323,1.8202331983777367,1.5629295440827669,2.1421269097197015
324,1.8200503136645056,1.5589884123736297,2.1424244196899735
325,1.819878956938075,1.5586382142693822,2.1450523389157783
326,1.8196927670917489,1.5597377763725264,2.1509371325907094
327,1.8195039318265536,1.5590462137876555,2.1489192308067593
328,1.8193160131164323,1.5604078218056863,2.154099211240806
329,1.8191537275408503,1.563803239194089,2.1567659910015795
330,1.8189197418806384,1.5611199773650535,2.156702294423244
331,1.818704993121627,1.5634397103974798,2.160568567764448
332,1.8184460546744776,1.5640209208032545,2.1616226871602353
333,1.818257633921801,1.5667306061108497,2.1661470225001267
334,1.818055062700718,1.5667450101755944,2.1701872558698634
335,1.817773062395297,1.5641678312376934,2.172767742743671
336,1.8175454395783686,1.5655977991472003,2.0002330857578947
337,1.8172585375251074,1.5642755822404715,1.9980754105064173
338,1.816998659337158,1.5667323628917724,1.999522134374401
339,1.816722610081693,1.5662626926903664,2.0067423857065516
340,1.8164171858933498,1.5662349718002464,2.010160524646361
341,1.8161169299232138,1.5654009832952056,2.01151112750668
342,1.815805569328227,1.568571657241564,2.014585943318715
343,1.815507205545507,1.5692003516939044,2.020214362207729
344,1.8152096976897603,1.5695569607253965,2.0224711487790787
345,1.8148919897507942,1.5687167684236845,2.023583309950847
346,1.814538776079769,1.5683343665207412,2.023039113511052
347,1.814131362581287,1.564206443837986,2.0231651669801156
348,1.8137630195172763,1.5659324533042378,2.0254732782453
349,1.8134055621308665,1.566300640439521,2.0302196510539154
350,1.8130633586161597,1.569046524297781,2.0318486743990185
351,1.8126930268706698,1.5681096499284415,2.033625194322068
352,1.8122868639238334,1.5665974249949406,2.032567022963417
353,1.8118487943441026,1.561618616871344,2.0310729849286386
354,1.8113912201326567,1.560318042167395,2.031133514568772
355,1.8109603223493764,1.5598277771230908,2.030805413478586
356,1.8105359786274995,1.5632430356913012,2.03248060546229
357,1.810155386410304,1.563233744827187,2.035355046841372
358,1.8097683505582118,1.563141501693084,2.0353987131142843
359,1.8093593997104098,1.5611634828425343,2.037365843800389
360,1.8089517954892438,1.5618605099283058,2.039002791097608
361,1.8085753878648496,1.5634210458439277,2.04215362221396
362,1.808248075219451,1.5670255418495385,2.0464057501265147
363,1.8079270066524293,1.5678540295353944,2.0485681839946137
364,1.807645798630677,1.5692665080402102,2.05045572413984
365,1.807347237117069,1.5689547188158728,2.0530853467030092
366,1.807095028516186,1.5696479265489356,2.0554735245792766
367,1.8068681235785238,1.5700170279270975,2.0576348250847616
368,1.8066308708873298,1.5703783416553891,2.0569109625450186
369,1.8063741817867343,1.568101982583945,2.0564038886727887
370,1.8060842635855037,1.5668444923349645,2.0570174646709
371,1.805777887755231,1.5627706409476823,2.057923981510961
372,1.8054911369183237,1.5645200850223253,2.0631728457618017
373,1.805187655134573,1.5623604520893692,2.065533218915355
374,1.8048572118189232,1.5613692575345028,2.0646927503109445
375,1.8045514537460403,1.5613391541249368,2.0691479030859092
376,1.8042483312150546,1.5628822825472324,2.0730227703453403
377,1.80392689200849,1.5628643926369696,2.0761508185457718
378,1.803621564363122,1.5659678043436938,2.0801302142890847
379,1.803314986133225,1.564641899279692,2.0800303307644192
380,1.8029454133756815,1.56187518701442,2.083663175616536
381,1.802543779113297,1.5592344914532694,1.9366596027156404
382,1.802098881891812,1.5575822428103308,1.9363503121552328
383,1.8016082324484923,1.5544284107580464,1.9332320675638952
384,1.8011163209169259,1.555538878204966,1.933788136402958
385,1.8006406467078173,1.5551361482923218,1.9367828207765925
386,1.8002323448945372,1.5588159247227729,1.9366614172241823
387,1.7997501051363622,1.5535086143246961,1.9304923454067346
388,1.799274773170046,1.5569600308612497,1.932565125906158
389,1.7987420091680062,1.5510219656175144,1.9301160217723352
390,1.7981544748399079,1.5491277953191545,1.928619192983004
391,1.7976056784010723,1.5501210569169317,1.9287949073298292
392,1.7970733465774553,1.5512478378777428,1.9304437264683372
393,1.7965000922653163,1.5479397068501513,1.9299202127341892
394,1.7958716066355656,1.5412069594207547,1.9278959637182693
395,1.7952432454090828,1.5404846464723663,1.9286848518350497
396,1.794602927956604,1.540118628420408,1.9295307288672816
397,1.793981418201589,1.5387958563897808,1.928356149995674
398,1.7933503213146864,1.537269405077927,1.9307345372077096
399,1.7926840077443555,1.5356307745452347,1.9319663859739753
400,1.792008777854428,1.5341731749178538,1.9325658458960566
401,1.7913529932157612,1.5354352627181271,1.9369387299155274
402,1.7906733157549142,1.5344378903681486,1.9368024050988877
403,1.7900066774974748,1.5343080392743753,1.9381382000757008
404,1.7893522716132653,1.5340903917944064,1.943040524803293
405,1.7886849757144025,1.5332419529759767,1.9434498686143324
406,1.7880598472785456,1.5354438163919164,1.9463114398676482
407,1.7874798737892552,1.5390569518990527,1.9482978916883322
408,1.7868872902778221,1.540512762728468,1.9520659052075569
409,1.7862800828885566,1.5388999686565015,1.9543149614857338
410,1.7856460443281037,1.5362801032659916,1.95182890916733
411,1.785038593105028,1.537962357441987,1.95453645281089
412,1.784411234158812,1.5373536924910518,1.9559147569682653
413,1.7837901368540285,1.5350175948668203,1.9570850155491297
414,1.7831357673617316,1.5316687347195086,1.9556858724681452
415,1.7825220632498255,1.5344389938819494,1.9572365575521709
416,1.7819379995308924,1.5356226755717375,1.9597391521959673
417,1.7813932619586514,1.5364368968272388,1.964948850283662
418,1.780851082018105,1.5376431680105753,1.9678816770346068
419,1.7803421883603783,1.536722543901851,1.9716904738088172
420,1.7799007951326427,1.5392388068232181,1.9743152065394152
421,1.779461912983603,1.5392863652198403,1.9761046919058474
422,1.7790344428801246,1.5399388321293763,1.9778672168652414
423,1.7785934980783427,1.5388957881854908,1.9766837231231977
424,1.778169717737527,1.5379092135173866,1.979327748554585
425,1.7777807836981667,1.541143177487359,1.886218272859187
426,1.7774270346008592,1.5430093923354278,1.8884274076635592
427,1.777107135154974,1.5456274040796292,1.8899747934403668
428,1.7767902727381717,1.5464845800712144,1.8926760507286107
429,1.7764392820725539,1.5462146113205784,1.8927441349610614
430,1.7761176834359311,1.5473777032712208,1.8955863770273091
431,1.77582726233834,1.5465059768512013,1.8956663169814396
432,1.775549805211881,1.547579760735511,1.8962954045333213
433,1.7752558284329887,1.5479241279600509,1.8946831800583976
434,1.7749546717850424,1.5466042049518156,1.8935787473009815
435,1.774709333500684,1.5517724941915128,1.8960371660701585
436,1.7744481160904495,1.552453752276998,1.8969857555874747
437,1.7742254669505038,1.5554125638405323,1.899509984709299
438,1.7740200955652317,1.557004281429005,1.899219257155322
439,1.773796037294584,1.5529156817613496,1.8965313579337497
440,1.7735689103866865,1.551681402248589,1.8936691721005607
441,1.7733788311638299,1.5514510642841195,1.8936360931378622
442,1.773210322059323,1.5522603415812346,1.898324097262404
443,1.7730285828386574,1.553360154182389,1.8968277518957692
444,1.7728313537918938,1.5520839766986803,1.8956052930473453
445,1.7726176053378533,1.5510792079144442,1.8936723297194884
446,1.7724287435841186,1.5507565913463721,1.8963439614402873
447,1.772264404641897,1.5526135032755801,1.8980604798090814
448,1.7721330182001915,1.5559417693146083,1.8994384659451264
449,1.771995315635716,1.5553351714646657,1.899397055866386
450,1.7718303038828718,1.5544651896025043,1.898069876987627
451,1.771662318101422,1.5536632614851067,1.8997264053872644
452,1.7715078561034225,1.5542711242334364,1.9021615428673755
453,1.7713420077565942,1.554337903610724,1.9028702937354076
454,1.7711653318710838,1.5539206245668304,1.9034811194715722
455,1.7709527804775844,1.5516868301035147,1.9020741585388559
456,1.770750277917718,1.5524894394444106,1.902957734427649
457,1.7705398050137855,1.552828958707205,1.9046655042127079
458,1.7703240535085554,1.5520455332147476,1.9082290001897906
459,1.770115299914794,1.552132202092557,1.9079135156995286
460,1.7699298469231823,1.5532406644914596,1.9098181650840893
461,1.76979014057968,1.5565980766761065,1.9133405715905019
462,1.769635895631012,1.554455616731501,1.9121607948268422
463,1.7694590459032769,1.5550209844953335,1.9101490176685396
464,1.769255937359305,1.5553142441921814,1.9131090489701932
465,1.7690199423044184,1.5531726234550751,1.9116106900067416
466,1.768774327475337,1.5518465480577293,1.9131629139893236
467,1.7684692940801703,1.5486920700517608,1.9119102520411166
468,1.7681970187002525,1.5518667067972056,1.9132802609481054
469,1.7679096099951037,1.5486976101987315,1.9103968722072375
470,1.7676624447729026,1.5498074780349398,1.8656569466875492
471,1.7674060740865805,1.5472175199721911,1.866923288625565
472,1.767190448314302,1.5488935194758586,1.8698106335583822
473,1.766985541007629,1.5496818767324334,1.868185323674103
474,1.7668295204547995,1.5527329200686588,1.872192378982432
475,1.7666993767106534,1.5575006862153276,1.875079928900641
476,1.7665379712122384,1.5573236847634202,1.8748412748282401
477,1.7663844110663696,1.5599150233929757,1.8793412735167858
478,1.7662511040095417,1.560810668560639,1.8814903922858197
479,1.7660709632841605,1.556296986673264,1.8811034955839203
480,1.7659221219968213,1.5587515703832886,1.8829346672045575
481,1.7658029485567457,1.5608013941163081,1.886613829068826
482,1.7657015090734651,1.56139033675844,1.8883606236952504
483,1.765586744059401,1.5606648069994502,1.8914775769864436
484,1.7654580725298326,1.5609869688626585,1.890158587025261
485,1.7652954830231191,1.55784912813518,1.8898140237371557
486,1.7651156392711758,1.5575375604255064,1.8900918150926107
487,1.765000566319756,1.561863054274729,1.8902576256329946
488,1.7649122438436347,1.564551676528407,1.894463645277002
489,1.764802932813301,1.5626440177194523,1.8962305999955744
490,1.7646946636874485,1.5649831173511992,1.897218313318422
491,1.7646031173085441,1.5664790548410168,1.8997258155262193
492,1.7645285532508683,1.567608593639812,1.8997083024158687
493,1.7644613705623757,1.5671880754213767,1.9007174287551283
494,1.7643691968624573,1.5657842389843009,1.9003336737760421
495,1.7642662485708607,1.5664162176940712,1.9033053756406393
496,1.7641445669158982,1.5683459985198651,1.908703282828166
497,1.7640113134288076,1.565303240683706,1.908702010518259
498,1.7638687209094004,1.5654464305781892,1.910042388779404
499,1.7637359422516532,1.5660943132063174,1.909459014853744
500,1.7636320246578792,1.569116467852241,1.9130363762553655
501,1.7634987751310707,1.5670312116620075,1.9133578484829965
502,1.7633454836467954,1.565674330826888,1.9125137980364522
503,1.7631991738626267,1.5650751417987518,1.9139200781987402
