x,y,z
-0.5,0.031028997047028665,0.05471129410063636
-0.49859550561797755,0.030680088208512164,0.053663688018996875
-0.49719101123595505,0.030351001940829805,0.05265641009732185
-0.4957865168539326,0.030040988635754568,0.05168772186021645
-0.4943820224719101,0.029749339441051983,0.05075597399500541
-0.49297752808988765,0.029475383604839308,0.04985960118737775
-0.49157303370786515,0.02921848597276805,0.0489971172818588
-0.4901685393258427,0.02897804462601506,0.04816711074490069
-0.4887640449438202,0.028753488648975808,0.04736824041000704
-0.48735955056179775,0.02854427601639879,0.046599231485806476
-0.4859550561797753,0.028349891590488244,0.04585887180937319
-0.4845505617977528,0.028169845219241,0.04514600832837169
-0.48314606741573035,0.028003669927977037,0.04445954379678403
-0.48174157303370785,0.027850920196678248,0.043798433670068686
-0.4803370786516854,0.027711170316371426,0.043161683186611705
-0.4789325842696629,0.027584012818384025,0.042548344623263235
-0.47752808988764045,0.027469056970868953,0.04195751471361832
-0.476123595505618,0.02736592733754222,0.041388332218500676
-0.4747191011235955,0.02727426239410865,0.040839975638849446
-0.47331460674157305,0.02719371319836819,0.040311661061897285
-0.47191011235955055,0.027123942110503587,0.03980264013216225
-0.4705056179775281,0.027064621560550436,0.03931219813937031
-0.4691011235955056,0.027015432860546567,0.03883965221596905
-0.46769662921348315,0.02697606505935014,0.03838434963740523
-0.4662921348314607,0.026946213838606757,0.037945666218807454
-0.4648876404494382,0.026925580448837146,0.0375230048021562
-0.46348314606741575,0.026913870685106315,0.03711579382842878
-0.46207865168539325,0.026910793902226365,0.036723485989585095
-0.4606741573033708,0.026916062069932835,0.03634555695561254
-0.4592696629213483,0.026929388868961568,0.035981504172173495
-0.45786516853932585,0.026950488829433204,0.035630845724704006
-0.4564606741573034,0.026979076513425487,0.035293119265093126
-0.4550561797752809,0.027014865744073573,0.034967880997335825
-0.4536516853932584,0.027057568883981063,0.03465470471879606
-0.45224719101123595,0.02710689616614448,0.034353180913942814
-0.4508426966292135,0.027162555080982746,0.03406291589763335
-0.449438202247191,0.02722424982341495,0.033783531005213585
-0.44803370786516855,0.02729168080423514,0.03351466182688664
-0.44662921348314605,0.02736454423028193,0.03325595748397012
-0.4452247191011236,0.0274425317580849,0.03300707994481896
-0.4438202247191011,0.027525330225777772,0.03276770337833502
-0.44241573033707865,0.027612621468089883,0.032537513543120254
-0.4410112359550562,0.027704082219151632,0.03231620721045289
-0.4396067415730337,0.02779938410766742,0.03210349161938205
-0.43820224719101125,0.027898193748709697,0.031899083962341306
-0.43679775280898875,0.02800017293596432,0.031702710899779274
-0.4353932584269663,0.02810497893770044,0.03151410810239493
-0.4339887640449438,0.028212264899047813,0.03133301981964748
-0.43258426966292135,0.02832168035233218,0.031159198473285788
-0.4311797752808989,0.0284328718362529,0.030992404274710866
-0.4297752808988764,0.0285454836235851,0.03083240486504785
-0.42837078651685395,0.028659158555862155,0.030678974976860295
-0.42696629213483145,0.028773538982155494,0.030531896116491274
-0.425561797752809,0.028888267797632542,0.030390956266062513
-0.4241573033707865,0.0290029895760625,0.03025594960420422
-0.42275280898876405,0.02911735178887838,0.030126676244626237
-0.4213483146067416,0.029231006101821666,0.03000294199167505
-0.4199438202247191,0.029343609738625567,0.029884558112050947
-0.4185393258426966,0.029454826899671775,0.02977134112188704
-0.41713483146067415,0.02956433022212032,0.029663112588415686
-0.4157303370786517,0.029671802266703233,0.029559698945469916
-0.4143258426966292,0.029776937015229172,0.029460931322085944
-0.41292134831460675,0.029879441361906917,0.02936664538349159
-0.4115168539325843,0.029979036580895044,0.02927668118378016
-0.4101123595505618,0.030075459752056853,0.029190883029584655
-0.4087078651685393,0.03016846512676747,0.029109099354081076
-0.40730337078651685,0.03025782541580616,0.029031182600661457
-0.4058988764044944,0.03034333298188101,0.028956989115631448
-0.4044943820224719,0.030424800920181166,0.028886379049298267
-0.40308988764044945,0.030502064011524478,0.028819216264828282
-0.401685393258427,0.030574979534154438,0.028755368254265785
-0.4002808988764045,0.030643427922013206,0.028694706061118132
-0.398876404494382,0.030707313259342513,0.028637104208926116
-0.39747191011235955,0.030766563603705183,0.028582440635253805
-0.3960674157303371,0.030821131131923106,0.02853059663054713
-0.3946629213483146,0.030870992105944465,0.028481456781327776
