x,y,z
-0.5,1.7211951277185082,1.7659467771971997
-0.49859550561797755,1.7203068317486645,1.765081292306034
-0.49719101123595505,1.7194215532996553,1.76421871114479
-0.4957865168539326,1.7185392876700036,1.763359029483884
-0.4943820224719101,1.7176600301761733,1.7625022431095443
-0.49297752808988765,1.7167837761525175,1.7616483478237859
-0.49157303370786515,1.7159105209512375,1.7607973394443694
-0.4901685393258427,1.7150402599423409,1.759949213804765
-0.4887640449438202,1.7141729885135975,1.7591039667541208
-0.48735955056179775,1.7133087020704971,1.758261594157222
-0.4859550561797753,1.7124473960362034,1.7574220918944607
-0.4845505617977528,1.711589065851516,1.7565854558617953
-0.48314606741573035,1.7107337069748263,1.755751681970723
-0.48174157303370785,1.7098813148820735,1.754920766148236
-0.4803370786516854,1.709031885066706,1.754092704336793
-0.4789325842696629,1.7081854130396357,1.7532674924942833
-0.47752808988764045,1.7073418943291996,1.7524451265939907
-0.476123595505618,1.7065013244811165,1.7516256026245598
-0.4747191011235955,1.7056636990584473,1.7508089165899625
-0.47331460674157305,1.704829013641551,1.7499950645094664
-0.47191011235955055,1.703997263828047,1.7491840424175937
-0.4705056179775281,1.703168445232773,1.748375846364096
-0.4691011235955056,1.702342553487743,1.7475704724139132
-0.46769662921348315,1.7015195842421076,1.7467679166471477
-0.4662921348314607,1.7006995331621175,1.7459681751590226
-0.4648876404494382,1.6998823959310754,1.7451712440598555
-0.46348314606741575,1.6990681682493065,1.7443771194750224
-0.46207865168539325,1.6982568458341072,1.743585797544924
-0.4606741573033708,1.6974484244197166,1.7427972744249547
-0.4592696629213483,1.6966428997572682,1.7420115462854708
-0.45786516853932585,1.6958402676147568,1.7412286093117546
-0.4564606741573034,1.6950405237769968,1.7404484597039853
-0.4550561797752809,1.6942436640455818,1.7396710936772037
-0.4536516853932584,1.6934496842388496,1.7388965074612857
-0.45224719101123595,1.6926585801918403,1.7381246973009035
-0.4508426966292135,1.6918703477562613,1.7373556594554962
-0.449438202247191,1.6910849828004464,1.7365893901992433
-0.44803370786516855,1.690302481209317,1.7358258858210225
-0.44662921348314605,1.6895228388843462,1.7350651426243906
-0.4452247191011236,1.688746051743523,1.7343071569275437
-0.4438202247191011,1.6879721157213101,1.7335519250632867
-0.44241573033707865,1.6872010267686086,1.7327994433790075
-0.4410112359550562,1.6864327808527233,1.7320497082366395
-0.4396067415730337,1.6856673739573196,1.7313027160126384
-0.43820224719101125,1.6849048020823947,1.7305584630979436
-0.43679775280898875,1.6841450612442337,1.7298169458979527
-0.4353932584269663,1.6833881474753762,1.729078160832492
